t,p,v,theta,omega,u,v_command,solve_ms,qp_ms
57.400000000000006,1.2478214706767239,0.09816392830970584,8.19113403658082e-05,-2.424012265156146e-05,0.0006113920123408223,0.1,7.225800000014715,7.014400000116439
57.6,1.2674633378188207,0.0982557191849246,7.781746057285091e-05,-2.302956252086012e-05,0.0005808354868109422,0.1,6.931600000825711,6.782599999496597
57.800000000000004,1.28712310923175,0.09834292226993865,7.39280416084299e-05,-2.187933057075126e-05,0.0005518049806846227,0.1,7.592199999635341,7.440299999871058
58.0,1.3067998900292168,0.09842576671193075,7.023289265213008e-05,-2.0786438006522505e-05,0.0005242244426870766,0.1,8.002299999134266,7.690000000366126
58.2,1.326492830024018,0.09850447023421223,6.672232797185827e-05,-1.9748041657327207e-05,0.0004980215896015625,0.1,11.245100000451203,10.921900000539608
58.400000000000006,1.3462011214993375,0.09857923970278874,6.338714228477875e-05,-1.8761437221614875e-05,0.00047312772263406375,0.1,8.399199999985285,8.257299999968382
58.6,1.3659239970906119,0.09865027166523758,6.0218587265135865e-05,-1.782405277925812e-05,0.0004494775523033211,0.1,6.713400000080583,6.474900001194328
58.800000000000004,1.3856607277725603,0.09871775286319183,5.720834915338387e-05,-1.693344256325981e-05,0.00042700903151489156,0.1,7.088399999702233,6.804300001022057
59.0,1.4054106209462198,0.09878186071967547,5.434852742175685e-05,-1.6087280989936312e-05,0.00040566319649501254,0.1,6.374500000674743,6.211799998709466
59.2,1.4251730186210767,0.09884276380248107,5.1631614452118974e-05,-1.5283356940514088e-05,0.0003853840152547035,0.1,6.464500000220141,6.316299999525654
59.400000000000006,1.4449472956876157,0.09890062226473154,4.905047618297452e-05,-1.4519568289201017e-05,0.00036611824326800624,0.1,6.624800000281539,6.4806999998836545
59.6,1.4647328582758294,0.09895558826371736,4.65983336837383e-05,-1.3793916668567992e-05,0.00034781528605092065,0.1,6.758999999874504,6.5806000002339715
59.800000000000004,1.484529142195451,0.09900780635905451,4.4268745615463506e-05,-1.3104502468754215e-05,0.0003304270683447314,0.1,6.624100000408362,6.478499999502674
60.0,1.5043356114538664,0.09905741389115977,4.205559153849354e-05,-1.2449520059313419e-05,0.0003139079096043003,0.1,6.449399999837624,6.248600000617444
60.2,1.5241517568478735,0.09910454134099732,3.995305602886492e-05,-1.1827253229183344e-05,0.0002982144055140862,0.1,6.494400000519818,6.366500001604436
60.400000000000006,1.5439770946256215,0.09914931267200547,3.7955613566559185e-05,-1.1236070834617223e-05,0.00028330531525343726,0.1,6.585000000995933,6.373300000632298
60.6,1.5638111652152615,0.09919184565507151,3.6058014160179085e-05,-1.0674422648183663e-05,0.0002691414542505318,0.1,6.4485000002605375,6.308500000159256
60.800000000000004,1.5836535320169953,0.0992322521773827,3.425526967378043e-05,-1.0140835402377437e-05,0.00025568559217146005,0.1,6.622599999900558,6.4627000010659685
61.0,1.6035037802553773,0.09927063853594156,3.254264082311298e-05,-9.633909016724463e-06,0.00024290235589620853,0.1,7.236199999169912,7.078000000547036
61.2,1.6233615158888748,0.09930710571649841,3.09156248097676e-05,-9.152313005140968e-06,0.0002307581372544075,0.1,7.14230000085081,7.00200000028417
61.400000000000006,1.6432263645738445,0.0993417496586167,2.9369943562970625e-05,-8.694783052418109e-06,0.00021922100528890746,0.1,7.701399999859859,7.341700000324636
61.6,1.6630979706802174,0.09937466150755389,2.790153256017664e-05,-8.260117754684156e-06,0.0002082606228371072,0.1,6.582399999388144,6.384000000252854
61.800000000000004,1.6829759963563176,0.0994059278536074,2.6506530198773835e-05,-7.847175515561294e-06,0.0001978481672213213,0.1,6.629500001508859,6.481000000349013
62.0,1.702860120640373,0.09943563095954455,2.518126769238901e-05,-7.454871592757007e-06,0.0001879562548533936,0.1,6.990300000325078,6.637599999521626
62.2,1.7227500386163905,0.09946384897670461,2.392225946653681e-05,-7.082175285830499e-06,0.0001785588695614482,0.1,6.912299999385141,6.770099998902879
62.400000000000006,1.7426454606121853,0.09949065615033391,2.2726194029476716e-05,-6.7281072614752625e-06,0.00016963129446376284,0.1,6.583299998965231,6.443599999329308
62.6,1.7625461114374672,0.09951612301468683,2.158992529514422e-05,-6.391737008393727e-06,0.00016115004721380927,0.1,6.44800000009127,6.289699998887954
62.800000000000004,1.7824517296599818,0.09954031657839985,2.051046433619688e-05,-6.072180416133671e-06,0.0001530928184542007,0.1,6.591299999854527,6.373899999744026
63.0,1.802362066917813,0.09956330050062101,1.9484971546214178e-05,-5.768597471986453e-06,0.000145438413322949,0.1,6.3747000003786525,6.233000000065658
63.2,1.822276887266043,0.09958513525835412,1.8510749190987874e-05,-5.4801900714837885e-06,0.00013816669586384035,0.1,7.241299999805051,6.878300000607851
63.400000000000006,1.8421959665560532,0.09960587830545356,1.7585234329837898e-05,-5.206199935427918e-06,0.00013125853619609597,0.1,6.151200001113466,6.02219999927911
63.6,1.8621190918458406,0.09962558422368487,1.670599208881992e-05,-4.945906629770297e-06,0.0001246957603107726,0.1,5.9249000005365815,5.8030000000144355
63.800000000000004,1.8820460608397995,0.09964430486624569,1.5870709268495382e-05,-4.698625682731132e-06,0.0001184611023630187,0.1,6.4693000003899215,6.351699999868288
64.0,1.9019766813564987,0.09966208949412243,1.5077188269763377e-05,-4.463706795202187e-06,0.00011253815933839321,0.1,6.643400000029942,6.5080000003945315
64.2,1.9219107708230563,0.09967898490563874,1.4323341322059332e-05,-4.240532139087623e-06,0.00010691134797473645,0.1,7.61419999980717,7.463800000550691
64.4,1.9418481557947849,0.09969503555953504,1.3607184999060806e-05,-4.028514739283338e-06,0.00010156586382920052,0.1,6.738999998560757,6.575800000064191
64.60000000000001,1.961788671498844,0.09971028369190198,1.2926835007608638e-05,-3.827096937036119e-06,9.648764238603292e-05,0.1,7.634899999175104,7.259500000145636
64.8,1.9817321614007006,0.09972476942727308,1.2280501236282558e-05,-3.6357489285035655e-06,9.166332210019815e-05,0.1,6.710499999826425,6.546900000103051
65.0,2.001678476792261,0.09973853088416837,1.1666483050880357e-05,-3.4539673753396325e-06,8.7080209283624e-05,0.1,6.755899999916437,6.61249999939173
65.2,2.0216274764005866,0.09975160427536564,1.108316482448183e-05,-3.2812740854936925e-06,8.27262447439388e-05,0.1,6.841400001576403,6.6960000003746245
65.4,2.0415790260161737,0.09976402400316217,1.0529011690453505e-05,-3.117214758241346e-06,7.858997208473874e-05,0.1,6.860599998617545,6.698299999698065
65.60000000000001,2.0615329981398083,0.09977582274987687,1.0002565507344545e-05,-2.961357792568062e-06,7.46605075891954e-05,0.1,6.613199999264907,6.473499999628984
65.8,2.0814892716470785,0.09978703156383022,9.502441025152473e-06,-2.8132931536831336e-06,7.092751160460256e-05,0.1,6.29549999939627,6.148700000267127
66.0,2.1014477314696562,0.09979767994102824,9.027322242896185e-06,-2.672631297590393e-06,6.738116135739908e-05,0.1,6.955199998628814,6.815200000346522
66.2,2.1214082682925124,0.0998077959027639,8.575958948002089e-06,-2.5390021472251304e-06,6.401212512178233e-05,0.1,6.763599998521386,6.611500000872184
66.4,2.1413707782662663,0.09981740606934077,8.147163428527977e-06,-2.4120541206592243e-06,6.081153768077243e-05,0.1,6.748899999365676,6.596299999728217
66.60000000000001,2.16133516273392,0.09982653573011217,7.739807349502539e-06,-2.2914532079462376e-06,5.777097701180039e-05,0.1,7.020900000497932,6.860799998321454
66.8,2.181301327971249,0.09983520891001965,7.352818785272346e-06,-2.1768820929480155e-06,5.48824421353037e-05,0.1,6.899800000610412,6.758200001058867
67.0,2.2012691849401764,0.09984344843280592,6.9851794000603505e-06,-2.0680393201939594e-06,5.213833207165157e-05,0.1,6.575200000952464,6.430299999919953
67.2,2.2212386490544707,0.099851275981068,6.635921769354511e-06,-1.9646385019374626e-06,4.953142584681156e-05,0.1,6.991599999309983,6.849999999758438
67.4,2.2412096399571655,0.09985871215330891,6.304126835116559e-06,-1.8664075659547119e-06,4.7054863499059725e-05,0.1,6.591400000615977,6.447699999625911
67.60000000000001,2.261182081309101,0.09986577651813747,5.988921488075543e-06,-1.7730880403707546e-06,4.470212803291406e-05,0.1,6.48670000009588,6.348900000375579
67.8,2.281155900588038,0.09987248766575832,5.689476270914824e-06,-1.6844343729460385e-06,4.246702827420796e-05,0.1,6.599500000447733,6.462200000896701
68.0,2.3011310288978204,0.09987886325688909,5.405003196157712e-06,-1.6002132874303859e-06,4.03436825857286e-05,0.1,6.613699999434175,6.473699999332894
68.2,2.321107400787072,0.09988492006923119,5.134753673043393e-06,-1.520203168760406e-06,3.8326503390535526e-05,0.1,7.034300000668736,6.883000000016182
68.4,2.3410849540769623,0.09989067404161787,4.878016538099861e-06,-1.4441934805324124e-06,3.641018247312606e-05,0.1,6.398700001227553,6.257900000491645
68.60000000000001,2.361063629697583,0.09989614031595553,4.634116184079822e-06,-1.371984211788421e-06,3.458967701411065e-05,0.1,6.524599999465863,6.395700000211946
68.8,2.3810433715325043,0.0999013332770678,4.40241078240487e-06,-1.3033853505436949e-06,3.286019632162404e-05,0.1,6.336399999781861,6.210600000486011
69.0,2.401024126271102,0.09990626659054795,4.182290594490267e-06,-1.2382163840058305e-06,3.1217189227143526e-05,0.1,6.874200000311248,6.581100000403239
